"gene","ensembl_gene_id","entrezgene_id"
"MIR1231","ENSG00000221028",100302158
"MIR1233-1","ENSG00000291989",100302160
"MIR1233-1","ENSG00000221649",100302160
"MIR1233-2","ENSG00000221065",100422845
"MIR1234","ENSG00000285207",100302196
"MIR1234","ENSG00000284139",100302196
"MIR1236","ENSG00000284446",100302242
"MIR1237","ENSG00000221273",100302280
"MIR1238","ENSG00000221410",100302226
"MIR124-1","ENSG00000284321",406907
"MIR124-1","ENSG00000285161",406907
"MIR124-1HG","ENSG00000284859",157627
"MIR124-1HG","ENSG00000253230",157627
"MIR124-2","ENSG00000207816",406908
"MIR124-3","ENSG00000207598",406909
"MIR1243","ENSG00000283193",100302188
"MIR1244-1","ENSG00000284378",100302285
"MIR1244-2","ENSG00000283498",100422885
"MIR1244-3","ENSG00000283429",100422872
"MIR1244-4","ENSG00000283475",NA
"MIR1244-4","ENSG00000283344",NA
"MIR1245A","ENSG00000221502",100302219
"MIR1245A","ENSG00000291749",100302219
"MIR1245B","ENSG00000291750",100616324
"MIR1245B","ENSG00000283238",100616324
"MIR1246","ENSG00000283203",100302142
"MIR1247","ENSG00000283857",100302145
"MIR1248","ENSG00000283958",NA
"MIR1249","ENSG00000221598",100302149
"MIR1250","ENSG00000221025",100302229
"MIR1251","ENSG00000221479",100302289
"MIR1252","ENSG00000221788",100302136
"MIR1253","ENSG00000221200",100302208
"MIR1255A","ENSG00000221265",100302193
"MIR1255B1","ENSG00000283207",100313806
"MIR1255B2","ENSG00000221545",100313835
"MIR1256","ENSG00000221808",100302155
"MIR1257","ENSG00000284193",100302168
"MIR1258","ENSG00000221240",100302172
"MIR125A","ENSG00000208008",406910
"MIR125B1","ENSG00000207971",406911
"MIR125B2","ENSG00000207863",406912
"MIR126","ENSG00000199161",406913
"MIR1260A","ENSG00000221754",100302236
"MIR1260B","ENSG00000266192",100422991
"MIR1261","ENSG00000221586",100302228
"MIR1262","ENSG00000221203",100302279
"MIR1263","ENSG00000221251",100302148
"MIR1264","ENSG00000276158",100302251
"MIR1265","ENSG00000221371",100302116
"MIR1266","ENSG00000221052",100302202
"MIR1267","ENSG00000221650",100302286
"MIR1268A","ENSG00000221641",100302233
"MIR1268B","ENSG00000291506",100616121
"MIR1268B","ENSG00000265561",100616121
"MIR1269A","ENSG00000221563",100302177
"MIR1269B","ENSG00000265503",100616494
"MIR127","ENSG00000207608",406914
"MIR1270","ENSG00000238517",100302179
"MIR1271","ENSG00000221464",100302203
"MIR1272","ENSG00000221033",100302184
"MIR1273C","ENSG00000264814",100422821
"MIR1273H","ENSG00000274466",NA
"MIR1275","ENSG00000221697",100302123
"MIR1276","ENSG00000221634",100302121
"MIR1277","ENSG00000221463",100302214
"MIR1278","ENSG00000221680",100302163
"MIR1279","ENSG00000283476",100302182
"MIR128-1","ENSG00000207654",406915
"MIR128-2","ENSG00000207625",406916
"MIR1281","ENSG00000284015",100302237
"MIR1282","ENSG00000221792",100302254
"MIR1283-1","ENSG00000221421",100302265
"MIR1283-2","ENSG00000221548",100302205
"MIR1284","ENSG00000221264",100302112
"MIR1285-1","ENSG00000221520",100302218
"MIR1285-2","ENSG00000221238",100302268
"MIR1286","ENSG00000221039",100302118
"MIR1287","ENSG00000284415",100302133
"MIR1288","ENSG00000221355",100302124
"MIR1289-1","ENSG00000221763",100302125
"MIR1289-2","ENSG00000221287",100302134
"MIR129-1","ENSG00000207705",406917
"MIR129-2","ENSG00000199077",406918
"MIR1290","ENSG00000221662",100302276
"MIR1291","ENSG00000281842",NA
"MIR1292","ENSG00000284481",100302138
"MIR1293","ENSG00000221604",100302220
"MIR1294","ENSG00000221430",100302181
"MIR1295A","ENSG00000221390",100302178
"MIR1295B","ENSG00000283598",100847009
"MIR1296","ENSG00000221063",100302150
"MIR1297","ENSG00000283126",100302187
"MIR1298","ENSG00000221710",100302153
"MIR1299","ENSG00000275377",100302167
"MIR1301","ENSG00000221445",100302246
"MIR1302-1","ENSG00000283507",100302227
"MIR1302-10","ENSG00000284557",100422834
"MIR1302-10","ENSG00000288468",100422834
"MIR1302-11","ENSG00000283801",100422919
"MIR1302-2","ENSG00000284332",100302278
"MIR1302-3","ENSG00000221055",100302128
"MIR1302-4","ENSG00000221628",100302130
"MIR1302-5","ENSG00000221091",100302146
"MIR1302-6","ENSG00000221393",100302140
"MIR1302-7","ENSG00000221768",100302147
"MIR1302-8","ENSG00000221269",100302223
"MIR1302-9","ENSG00000283921",100422831
"MIR1303","ENSG00000221552",100302284
"MIR1304","ENSG00000284458",100302240
"MIR1305","ENSG00000221227",100302270
"MIR1306","ENSG00000284464",100302197
"MIR1307","ENSG00000283867",100302174
"MIR130A","ENSG00000208009",406919
"MIR130B","ENSG00000283871",406920
"MIR132","ENSG00000267200",406921
"MIR1321","ENSG00000283435",100302171
"MIR1322","ENSG00000284875",100302166
"MIR1322","ENSG00000283210",100302166
"MIR1323","ENSG00000221017",100302255
"MIR1324","ENSG00000283894",100302212
"MIR133A1","ENSG00000283927",406922
"MIR133A1HG","ENSG00000265142",NA
"MIR133A2","ENSG00000284508",406923
"MIR133B","ENSG00000199080",442890
"MIR134","ENSG00000207993",406924
"MIR1343","ENSG00000251862",100616437
"MIR135A1","ENSG00000207926",406925
"MIR135A2","ENSG00000207586",406926
"MIR135B","ENSG00000199059",442891
"MIR136","ENSG00000207942",406927
"MIR137","ENSG00000284202",406928
"MIR137HG","ENSG00000225206",400765
"MIR138-1","ENSG00000207954",406929
"MIR138-2","ENSG00000207649",406930
"MIR139","ENSG00000272036",406931
"MIR140","ENSG00000208017",406932
"MIR141","ENSG00000207708",406933
"MIR142","ENSG00000284353",406934
"MIR143","ENSG00000284182",406935
"MIR144","ENSG00000283819",406936
"MIR145","ENSG00000276365",406937
"MIR1468","ENSG00000222532",100302115
"MIR1469","ENSG00000283888",100302258
"MIR146A","ENSG00000283733",406938
"MIR146B","ENSG00000202569",574447
"MIR1470","ENSG00000269782",100302127
"MIR1471","ENSG00000222246",100302126
"MIR147A","ENSG00000207814",406939
"MIR147B","ENSG00000284386",100126311
"MIR148A","ENSG00000199085",406940
"MIR148B","ENSG00000199122",442892
"MIR149","ENSG00000207611",406941
"MIR150","ENSG00000207782",406942
"MIR151A","ENSG00000254324",442893
"MIR151B","ENSG00000265154",100616247
"MIR152","ENSG00000207947",406943
"MIR153-1","ENSG00000207647",406944
"MIR153-2","ENSG00000207960",406945
"MIR1537","ENSG00000222831",100302139
"MIR1538","ENSG00000223109",100302119
"MIR1539","ENSG00000284239",100302257
"MIR154","ENSG00000207978",406946
"MIR155","ENSG00000283904",406947
"MIR155HG","ENSG00000234883",114614
"MIR1587","ENSG00000263972",100616251
"MIR15A","ENSG00000283785",406948
"MIR15B","ENSG00000207779",406949
"MIR16-1","ENSG00000208006",406950
"MIR16-2","ENSG00000198987",406951
"MIR17","ENSG00000284536",406952
"MIR17HG","ENSG00000215417",407975
"MIR181A1","ENSG00000207759",406995
"MIR181A2","ENSG00000207595",406954
"MIR181B1","ENSG00000207975",406955
"MIR181B2","ENSG00000207737",406956
"MIR181C","ENSG00000207613",406957
"MIR181C","ENSG00000288397",406957
"MIR181D","ENSG00000288329",574457
"MIR181D","ENSG00000207585",574457
"MIR182","ENSG00000207990",406958
"MIR1825","ENSG00000284125",100302183
"MIR1827","ENSG00000221476",100302217
"MIR183","ENSG00000207691",406959
"MIR184","ENSG00000207695",406960
"MIR185","ENSG00000208023",406961
"MIR186","ENSG00000207721",406962
"MIR187","ENSG00000207797",406963
"MIR188","ENSG00000207768",406964
"MIR18A","ENSG00000283815",406953
"MIR18B","ENSG00000283931",574033
"MIR1908","ENSG00000284416",100302263
"MIR1909","ENSG00000284216",100302210
"MIR190A","ENSG00000211137",406965
"MIR190B","ENSG00000215938",100126346
"MIR191","ENSG00000207605",406966
"MIR1910","ENSG00000283416",100302261
"MIR1911","ENSG00000222715",100302222
"MIR1912","ENSG00000222321",100302144
"MIR1913","ENSG00000222958",100302141
"MIR1914","ENSG00000284433",100302137
"MIR1915","ENSG00000222071",100302129
"MIR1915HG","ENSG00000204682",399726
"MIR192","ENSG00000283926",406967
"MIR193A","ENSG00000207614",406968
"MIR193B","ENSG00000207639",574455
"MIR193BHG","ENSG00000262454",100129781
"MIR194-1","ENSG00000207624",406969
"MIR194-2","ENSG00000284155",406970
"MIR195","ENSG00000284112",406971
"MIR196A1","ENSG00000210741",406972
"MIR196A2","ENSG00000207924",406973
"MIR196B","ENSG00000283745",442920
"MIR197","ENSG00000284443",406974
"MIR1972-1","ENSG00000238728",100302243
"MIR1972-2","ENSG00000239118",100422922
"MIR1973","ENSG00000284253",100302290
"MIR1976","ENSG00000238705",100302190
"MIR1976","ENSG00000280948",100302190
"MIR198","ENSG00000284121",406975
"MIR199A1","ENSG00000207752",406976
"MIR199A2","ENSG00000208024",406977
"MIR199B","ENSG00000207581",406978
"MIR19A","ENSG00000284204",406979
"MIR19B1","ENSG00000284375",406980
"MIR19B2","ENSG00000284107",406981
"MIR200A","ENSG00000207607",406983
"MIR200B","ENSG00000207730",406984
"MIR200C","ENSG00000207713",406985
"MIR200CHG","ENSG00000257084",NA
"MIR202","ENSG00000284219",574448
"MIR202HG","ENSG00000166917",101927671
"MIR203A","ENSG00000207568",406986
"MIR203B","ENSG00000283165",100616173
"MIR204","ENSG00000207935",406987
"MIR205","ENSG00000284485",406988
"MIR2052","ENSG00000283188",100302260
"MIR2052HG","ENSG00000254349",441355
"MIR2053","ENSG00000238399",100302225
"MIR2054","ENSG00000283550",100302267
"MIR205HG","ENSG00000230937",642587
"MIR206","ENSG00000207604",406989
"MIR208A","ENSG00000199157",406990
"MIR208B","ENSG00000215991",100126336
"MIR20A","ENSG00000283762",406982
"MIR20B","ENSG00000284043",574032
"MIR21","ENSG00000284190",406991
"MIR210","ENSG00000199038",406992
"MIR210HG","ENSG00000282810",100506211
"MIR210HG","ENSG00000247095",100506211
"MIR211","ENSG00000207702",406993
"MIR2110","ENSG00000284442",100302224
"MIR2113","ENSG00000238367",100302164
"MIR2114","ENSG00000252454",100313839
"MIR2115","ENSG00000252466",100313840
"MIR2116","ENSG00000253030",100313886
"MIR2117","ENSG00000284344",100313779
"MIR2117HG","ENSG00000267151",NA
"MIR212","ENSG00000267195",406994
"MIR214","ENSG00000283844",406996
"MIR215","ENSG00000207590",406997
"MIR216A","ENSG00000207798",406998
"MIR216B","ENSG00000211520",100126319
"MIR217","ENSG00000207548",406999
"MIR218-1","ENSG00000207732",407000
"MIR218-2","ENSG00000207739",407001
"MIR219A1","ENSG00000199036",407002
"MIR219A2","ENSG00000284185",407003
"MIR219B","ENSG00000283335",100616335
"MIR22","ENSG00000283824",407004
"MIR221","ENSG00000207870",407006
"MIR222","ENSG00000207725",407007
"MIR223","ENSG00000284567",407008
"MIR223HG","ENSG00000274536",NA
"MIR224","ENSG00000284363",407009
"MIR2276","ENSG00000252695",100313842
"MIR2277","ENSG00000284336",100313887
"MIR2278","ENSG00000252153",100313780
"MIR22HG","ENSG00000186594",84981
"MIR22HG","ENSG00000282800",84981
"MIR2355","ENSG00000253008",100423036
"MIR2392","ENSG00000266461",100616495
"MIR23A","ENSG00000288462",407010
"MIR23A","ENSG00000207980",407010
"MIR23B","ENSG00000207563",407011
"MIR23C","ENSG00000264566",100500809
"MIR24-1","ENSG00000284459",407012
"MIR24-2","ENSG00000284387",407013
"MIR24-2","ENSG00000288126",407013
"MIR2467","ENSG00000264292",100616360
"MIR25","ENSG00000207547",407014
"MIR2681","ENSG00000265164",100616110
"MIR2682","ENSG00000284247",100616452
"MIR26A1","ENSG00000199075",407015
"MIR26A2","ENSG00000207789",407016
"MIR26B","ENSG00000199121",407017
"MIR27A","ENSG00000288183",407018
"MIR27A","ENSG00000207808",407018
"MIR27B","ENSG00000207864",407019
"MIR28","ENSG00000207651",407020
"MIR2861","ENSG00000284547",100422910
"MIR2909","ENSG00000276326",100422969
"MIR296","ENSG00000284040",407022
"MIR297","ENSG00000215961",100126354
"MIR298","ENSG00000216031",100126296
"MIR299","ENSG00000207749",407023
"MIR29A","ENSG00000284032",407021
"MIR29B1","ENSG00000283797",407024
"MIR29B2","ENSG00000284203",407025
"MIR29C","ENSG00000284214",407026
"MIR300","ENSG00000215957",100126297
"MIR301A","ENSG00000207996",407027
"MIR301B","ENSG00000212102",100126318
"MIR302A","ENSG00000207927",407028
"MIR302B","ENSG00000284463",442894
"MIR302C","ENSG00000199102",442895
"MIR302CHG","ENSG00000249532",NA
"MIR302D","ENSG00000199145",442896
"MIR302E","ENSG00000221703",100313774
"MIR302F","ENSG00000283218",100302131
"MIR3064","ENSG00000284564",100616387
"MIR3065","ENSG00000211563",100422915
"MIR3074","ENSG00000207617",100422842
"MIR30A","ENSG00000207827",407029
"MIR30B","ENSG00000207582",407030
"MIR30C1","ENSG00000207962",407031
"MIR30C2","ENSG00000199094",407032
"MIR30D","ENSG00000199153",407033
"MIR30E","ENSG00000198974",407034
"MIR31","ENSG00000199177",407035
"MIR3115","ENSG00000263793",100422866
"MIR3116-1","ENSG00000263908",100422902
"MIR3116-2","ENSG00000283690",100422946
"MIR3117","ENSG00000264720",100422871
"MIR3118-1","ENSG00000266299",100423008
"MIR3118-2","ENSG00000265322",100422949
"MIR3118-3","ENSG00000277243",100422844
"MIR3118-4","ENSG00000265793",100422935
"MIR3119-1","ENSG00000283340",100422839
"MIR3119-2","ENSG00000263390",100423010
"MIR3120","ENSG00000283152",100422882
"MIR3121","ENSG00000265435",100423032
"MIR3122","ENSG00000264358",100422947
"MIR3123","ENSG00000265831",100422856
"MIR3124","ENSG00000264500",100422879
"MIR3125","ENSG00000264370",100422986
"MIR3126","ENSG00000266649",100423030
"MIR3127","ENSG00000264157",100422928
"MIR3128","ENSG00000265396",100422824
"MIR3129","ENSG00000264725",100422908
"MIR3130-1","ENSG00000283469",100422993
"MIR3130-2","ENSG00000263468",100423002
"MIR3131","ENSG00000264755",100422957
"MIR3132","ENSG00000265252",100423039
"MIR3133","ENSG00000263752",100422942
"MIR3134","ENSG00000264354",100422990
"MIR3135A","ENSG00000266745",100422901
"MIR3135B","ENSG00000263649",100616218
"MIR3136","ENSG00000265355",100422859
"MIR3137","ENSG00000265333",100422926
"MIR3138","ENSG00000264931",100423011
"MIR3139","ENSG00000265623",100423017
"MIR3140","ENSG00000264678",100422896
"MIR3141","ENSG00000264760",100422950
"MIR3142","ENSG00000265237",100422938
"MIR3142HG","ENSG00000253522",NA
"MIR3143","ENSG00000265565",100422934
"MIR3144","ENSG00000265725",100422951
"MIR3145","ENSG00000266555",100423001
"MIR3146","ENSG00000265932",100422967
"MIR3147","ENSG00000266168",100422939
"MIR3148","ENSG00000264788",100422876
"MIR3149","ENSG00000266712",NA
"MIR3150A","ENSG00000283522",100422964
"MIR3150B","ENSG00000284147",100500907
"MIR3150BHG","ENSG00000245080",NA
"MIR3151","ENSG00000265657",100422992
"MIR3152","ENSG00000264638",100422869
"MIR3153","ENSG00000265112",100422936
"MIR3154","ENSG00000264823",100422893
"MIR3155A","ENSG00000263628",100422989
"MIR3155B","ENSG00000283634",100628560
"MIR3156-1","ENSG00000263476",100422988
"MIR3156-2","ENSG00000265499",100422907
"MIR3156-3","ENSG00000266211",100423018
"MIR3157","ENSG00000266407",100422892
"MIR3158-1","ENSG00000263436",100422900
"MIR3158-2","ENSG00000283558",100423033
"MIR3159","ENSG00000288358",100423016
"MIR3159","ENSG00000264603",100423016
"MIR3160-1","ENSG00000265014",100422827
"MIR3160-2","ENSG00000283497",100422825
"MIR3161","ENSG00000263693",100423000
"MIR3162","ENSG00000264559",100422880
"MIR3163","ENSG00000266423",100423029
"MIR3164","ENSG00000265539",100422846
"MIR3165","ENSG00000263742",100422953
"MIR3166","ENSG00000266581",100423040
"MIR3167","ENSG00000266215",100422918
"MIR3168","ENSG00000264226",100422878
"MIR3169","ENSG00000266663",100422973
"MIR3170","ENSG00000263399",100422881
"MIR3171","ENSG00000264657",NA
"MIR3171HG","ENSG00000292998",728755
"MIR3171HG","ENSG00000258932",728755
"MIR3173","ENSG00000264607",100422981
"MIR3174","ENSG00000265871",100422841
"MIR3175","ENSG00000284324",100422995
"MIR3176","ENSG00000266235",100423037
"MIR3177","ENSG00000265820",100423012
"MIR3178","ENSG00000266232",100422974
"MIR3179-1","ENSG00000284305",100422960
"MIR3179-2","ENSG00000257381",100422886
"MIR3179-3","ENSG00000266454",100423006
"MIR3179-4","ENSG00000277014",NA
"MIR3180-1","ENSG00000265537",100422870
"MIR3180-2","ENSG00000265373",100422956
"MIR3180-3","ENSG00000266291",100422836
"MIR3180-4","ENSG00000264115",100500852
"MIR3180-5","ENSG00000264397",100500916
"MIR3181","ENSG00000264947",NA
"MIR3182","ENSG00000263785",100422853
"MIR3183","ENSG00000264429",100422835
"MIR3184","ENSG00000284399",100423003
"MIR3185","ENSG00000263602",100422978
"MIR3186","ENSG00000266189",100422944
"MIR3186","ENSG00000291415",100422944
"MIR3187","ENSG00000263414",100422854
"MIR3188","ENSG00000267959",100422833
"MIR3189","ENSG00000264175",100422943
"MIR3190","ENSG00000265134",100422899
"MIR3191","ENSG00000284411",100422832
"MIR3192","ENSG00000265137",100422875
"MIR3193","ENSG00000264395",100422904
"MIR3194","ENSG00000266761",100422889
"MIR3195","ENSG00000265306",NA
"MIR3196","ENSG00000266463",100423014
"MIR3197","ENSG00000263681",100423023
"MIR3198-1","ENSG00000264757",100423025
"MIR3198-2","ENSG00000283803",100616400
"MIR3199-1","ENSG00000264073",100423034
"MIR3199-2","ENSG00000283225",100422998
"MIR31HG","ENSG00000171889",554202
"MIR32","ENSG00000207698",407036
"MIR3200","ENSG00000264661",100422912
"MIR3201","ENSG00000266508",100422916
"MIR3202-1","ENSG00000265176",100422987
"MIR3202-2","ENSG00000283694",100422877
"MIR323A","ENSG00000199069",442897
"MIR323B","ENSG00000208004",574410
"MIR324","ENSG00000199053",442898
"MIR325","ENSG00000207995",442899
"MIR326","ENSG00000199090",442900
"MIR328","ENSG00000207948",442901
"MIR329-1","ENSG00000207761",574408
"MIR329-2","ENSG00000207762",574409
"MIR330","ENSG00000284544",442902
"MIR331","ENSG00000199172",442903
"MIR335","ENSG00000199043",442904
"MIR337","ENSG00000199151",442905
"MIR338","ENSG00000283604",442906
"MIR339","ENSG00000199023",442907
"MIR33A","ENSG00000207932",407039
"MIR33B","ENSG00000207839",693120
"MIR340","ENSG00000198995",442908
"MIR342","ENSG00000199082",442909
"MIR345","ENSG00000198984",442910
"MIR346","ENSG00000199104",442911
"MIR34A","ENSG00000284357",407040
"MIR34AHG","ENSG00000228526",NA
"MIR34B","ENSG00000207811",407041
"MIR34BHG","ENSG00000286028",NA
"MIR34C","ENSG00000207562",407042
"MIR3529","ENSG00000283484",100616238
"MIR3591","ENSG00000207778",100616357
"MIR3605","ENSG00000284154",100500853
"MIR3606","ENSG00000291751",100500837
"MIR3606","ENSG00000284180",100500837
"MIR3609","ENSG00000266019",100500819
"MIR361","ENSG00000199051",494323
"MIR3610","ENSG00000283956",100500914
"MIR3611","ENSG00000266228",100500890
"MIR3612","ENSG00000265635",100500817
"MIR3613","ENSG00000264864",100500908
"MIR3614","ENSG00000284542",100500827
"MIR3615","ENSG00000284186",100500847
"MIR3616","ENSG00000264901",100500814
"MIR3617","ENSG00000266071",100500897
"MIR3618","ENSG00000284140",100500860
"MIR3619","ENSG00000266533",100500828
"MIR362","ENSG00000208015",574030
"MIR3620","ENSG00000284163",100500810
"MIR3621","ENSG00000263697",100500811
"MIR3622A","ENSG00000284351",100500858
"MIR3622B","ENSG00000265075",100500871
"MIR363","ENSG00000284499",574031
"MIR3646","ENSG00000266151",100500813
"MIR3648-1","ENSG00000275708",100500862
"MIR3648-2","ENSG00000264462",NA
"MIR3649","ENSG00000266043",100500816
"MIR3649","ENSG00000284767",100500816
"MIR3650","ENSG00000265304",100500824
"MIR3651","ENSG00000281156",100500918
"MIR3651","ENSG00000291345",100500918
"MIR3652","ENSG00000284503",100500842
"MIR3654","ENSG00000284135",100500804
"MIR3655","ENSG00000284325",100500820
"MIR3657","ENSG00000266370",100500889
"MIR3658","ENSG00000283936",100500832
"MIR3659","ENSG00000265596",100500801
"MIR365A","ENSG00000199130",100126355
"MIR365B","ENSG00000283978",100126356
"MIR3660","ENSG00000264342",100500825
"MIR3661","ENSG00000266751",100500905
"MIR3662","ENSG00000283409",100500880
"MIR3663","ENSG00000266782",100500893
"MIR3663HG","ENSG00000234474",101927704
"MIR3664","ENSG00000263744",100500844
"MIR3665","ENSG00000266325",100500861
"MIR3666","ENSG00000272230",100500896
"MIR3667","ENSG00000264139",100500882
"MIR3667HG","ENSG00000188511",348645
"MIR3668","ENSG00000263514",100500879
"MIR367","ENSG00000199169",442912
"MIR3670-1","ENSG00000263918",100500910
"MIR3670-2","ENSG00000264722",100846994
"MIR3670-3","ENSG00000265776",NA
"MIR3670-4","ENSG00000274025",NA
"MIR3671","ENSG00000265996",100500854
"MIR3672","ENSG00000265456",100500869
"MIR3674","ENSG00000283858",100500912
"MIR3675","ENSG00000263811",100500876
"MIR3677","ENSG00000266643",100500812
"MIR3677HG","ENSG00000260778",NA
"MIR3678","ENSG00000264511",100500841
"MIR3679","ENSG00000263813",100500878
"MIR3680-1","ENSG00000265462",100500917
"MIR3680-2","ENSG00000266758",100847041
"MIR3681","ENSG00000264089",100500884
"MIR3681HG","ENSG00000224184",100506457
"MIR3682","ENSG00000265452",100500850
"MIR3683","ENSG00000266287",100500886
"MIR3684","ENSG00000265213",100500867
"MIR3685","ENSG00000265917",100500802
"MIR3686","ENSG00000263763",100500839
"MIR3688-1","ENSG00000264105",100500881
"MIR3688-2","ENSG00000283379",100616303
"MIR3689A","ENSG00000265872",100500846
"MIR3689B","ENSG00000264163",100500906
"MIR3689C","ENSG00000264744",100616333
"MIR3689D1","ENSG00000265848",100616131
"MIR3689D2","ENSG00000264136",100616344
"MIR3689E","ENSG00000266827",100616460
"MIR3689F","ENSG00000266514",100616212
"MIR369","ENSG00000199025",442914
"MIR3690","ENSG00000265658",100500894
"MIR3690","ENSG00000292355",100500894
"MIR3691","ENSG00000265083",100500900
"MIR3692","ENSG00000266617",100500899
"MIR370","ENSG00000199005",442915
"MIR3713","ENSG00000266449",100500855
"MIR3714","ENSG00000283885",100500913
"MIR3714","ENSG00000283960",100500913
"MIR371A","ENSG00000199031",442916
"MIR371B","ENSG00000284568",100616185
"MIR372","ENSG00000199095",442917
"MIR373","ENSG00000199143",442918
"MIR374A","ENSG00000199168",442919
"MIR374B","ENSG00000212027",100126317
"MIR374C","ENSG00000283534",100500807
"MIR375","ENSG00000198973",494324
"MIR376A1","ENSG00000283588",494325
"MIR376A2","ENSG00000283561",664615
"MIR376B","ENSG00000283556",574435
"MIR376C","ENSG00000283279",442913
"MIR377","ENSG00000199015",494326
"MIR378A","ENSG00000199047",494327
"MIR378B","ENSG00000264534",100422933
"MIR378C","ENSG00000264803",100422867
"MIR378D1","ENSG00000263631",100616201
"MIR378D2","ENSG00000284288",100616169
"MIR378D2HG","ENSG00000264448",NA
"MIR378E","ENSG00000263831",100616498
"MIR378F","ENSG00000264926",100616492
"MIR378G","ENSG00000263526",100616321
"MIR378H","ENSG00000263361",100616306
"MIR378I","ENSG00000283829",100616259
"MIR378J","ENSG00000274620",NA
"MIR379","ENSG00000199088",494328
"MIR380","ENSG00000198982",494329
"MIR381","ENSG00000199020",494330
"MIR382","ENSG00000283170",494331
"MIR383","ENSG00000199127",494332
"MIR384","ENSG00000283242",494333
"MIR3907","ENSG00000265810",100500835
"MIR3908","ENSG00000266655",100500909
"MIR3909","ENSG00000266320",100500826
"MIR3910-1","ENSG00000266855",100500821
"MIR3910-2","ENSG00000283351",100500902
"MIR3911","ENSG00000283874",100500872
"MIR3912","ENSG00000264249",100500831
"MIR3913-1","ENSG00000264405",100500903
"MIR3913-2","ENSG00000283677",100500868
"MIR3914-1","ENSG00000265878",100500836
"MIR3914-2","ENSG00000283278",100500920
"MIR3915","ENSG00000263600",100500915
"MIR3916","ENSG00000283881",100500849
"MIR3917","ENSG00000283938",100500808
"MIR3918","ENSG00000265558",100500851
"MIR3919","ENSG00000263634",100500803
"MIR3920","ENSG00000263885",100500823
"MIR3921","ENSG00000264897",100500859
"MIR3922","ENSG00000264295",100500843
"MIR3923","ENSG00000265193",100500877
"MIR3924","ENSG00000264747",100500834
"MIR3925","ENSG00000263894",100500885
"MIR3926-1","ENSG00000266206",100500870
"MIR3926-1","ENSG00000285270",100500870
"MIR3926-2","ENSG00000284855",100500838
"MIR3926-2","ENSG00000283523",100500838
"MIR3927","ENSG00000263861",100500898
"MIR3928","ENSG00000264141",100500901
"MIR3929","ENSG00000265641",100500864
"MIR3934","ENSG00000266509",100500873
"MIR3935","ENSG00000265281",100500891
"MIR3936","ENSG00000263597",100500865
"MIR3936HG","ENSG00000233006",553103
"MIR3937","ENSG00000263730",100500822
"MIR3938","ENSG00000264013",100500875
"MIR3939","ENSG00000265828",100500857
"MIR3940","ENSG00000284159",100500888
"MIR3941","ENSG00000265442",100500866
"MIR3942","ENSG00000265102",100500904
"MIR3943","ENSG00000264069",100500829
"MIR3944","ENSG00000265395",100500911
"MIR3945","ENSG00000266698",100500818
"MIR3945HG","ENSG00000251230",731424
"MIR3960","ENSG00000283863",100616250
"MIR3972","ENSG00000281810",100616188
"MIR3972","ENSG00000266634",100616188
"MIR3973","ENSG00000263389",100616311
"MIR3974","ENSG00000283665",100616279
"MIR3975","ENSG00000283514",100616257
"MIR3976","ENSG00000272380",100616244
"MIR3976HG","ENSG00000261738",645355
"MIR3977","ENSG00000283359",100616297
"MIR3978","ENSG00000265584",100616491
"MIR409","ENSG00000199107",574413
"MIR410","ENSG00000199092",574434
"MIR411","ENSG00000199109",693121
"MIR412","ENSG00000199012",574433
"MIR421","ENSG00000202566",693122
"MIR422A","ENSG00000199156",494334
"MIR423","ENSG00000283935",494335
"MIR424","ENSG00000284231",494336
"MIR425","ENSG00000199032",494337
"MIR4251","ENSG00000283572",100422968
"MIR4252","ENSG00000265392",100422975
"MIR4253","ENSG00000264014",100422914
"MIR4254","ENSG00000266580",100423028
"MIR4255","ENSG00000264698",100422898
"MIR4256","ENSG00000283296",100422976
"MIR4257","ENSG00000264553",100422997
"MIR4258","ENSG00000264349",100423020
"MIR4259","ENSG00000266458",NA
"MIR4260","ENSG00000283876",100422894
"MIR4261","ENSG00000265418",100422929
"MIR4262","ENSG00000265172",100422996
"MIR4263","ENSG00000265321",100422965
"MIR4264","ENSG00000266436",100422888
"MIR4265","ENSG00000264934",100422863
"MIR4266","ENSG00000265965",100423027
"MIR4267","ENSG00000265682",100422994
"MIR4268","ENSG00000266518",100422959
"MIR4269","ENSG00000265215",100423043
"MIR4270","ENSG00000263573",100422868
"MIR4271","ENSG00000264633",100422952
"MIR4272","ENSG00000283298",100422941
"MIR4273","ENSG00000266396",100422955
"MIR4274","ENSG00000266690",100422826
"MIR4275","ENSG00000283275",100422937
"MIR4276","ENSG00000265846",100423042
"MIR4277","ENSG00000263746",100422966
"MIR4278","ENSG00000283420",100422999
"MIR4279","ENSG00000266243",100422874
"MIR4280","ENSG00000265919",100422887
"MIR4281","ENSG00000266329",100422962
"MIR4282","ENSG00000266180",100423005
"MIR4283-1","ENSG00000264426",100422917
"MIR4283-2","ENSG00000265214",100422848
"MIR4284","ENSG00000265724",100422948
"MIR4285","ENSG00000264675",100422858
"MIR4286","ENSG00000263762",100422982
"MIR4286","ENSG00000285364",100422982
"MIR4287","ENSG00000265847",100422828
"MIR4288","ENSG00000265251",100422903
"MIR4289","ENSG00000265873",100423015
"MIR4289","ENSG00000291518",100423015
"MIR429","ENSG00000198976",554210
"MIR4290","ENSG00000263967",100422963
