"affy_hg_u133_plus_2","avg_expression","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title","norm_p_value","p_value_plat_rank","norm_p_value_plat_rank","norm_avg_exprss","GEOreflect_rank","pval_rank","study_pval","study_B_val","study_pval_rank","wnt_assoc"
"212971_at",9.62588871666667,1.21196634643152e-05,1.28123739961119e-07,12.2882810693514,8.16044752263003,1.24778317333333,"833","CARS","cysteinyl-tRNA synthetase",0.999999871876267,13,0.987,0.650681348171017,130,578,1.28123739961119e-07,8.16044752263003,578,FALSE
"212973_at",7.02153122133333,0.000162756684104464,5.36652097581764e-06,-8.35993303242213,4.28681721799996,-1.04538440866666,"22934","RPIA","ribose 5-phosphate isomerase A",0.999994633478579,48,0.952,0.317765039820179,893,1446,5.36652097581764e-06,4.28681721799996,1446,FALSE
"213007_at",7.1149822715,4.04694835074805e-06,2.28716422566282e-08,-14.5787989648981,9.90447359324971,-1.792432669,"55215","FANCI","Fanconi anemia complementation group I",0.999999977128374,29,0.971,0.329710933841543,830,309,2.28716422566282e-08,9.90447359324971,309,FALSE
"213008_at",6.97445828466667,1.11822654782941e-05,1.1350996507459e-07,-12.4380791185931,8.28417281132371,-1.94510849333333,"55215","FANCI","Fanconi anemia complementation group I",0.999999886490043,37,0.963,0.311747683014756,908,555,1.1350996507459e-07,8.28417281132371,555,FALSE
"213011_s_at",10.4219514615,2.31773044833874e-06,9.66515852256485e-09,-15.8632591438558,10.7609028313015,-1.58084494366667,"7167","TPI1","triosephosphate isomerase 1",0.999999990334859,12,0.988,0.75244244306695,60,228,9.66515852256485e-09,10.7609028313015,228,FALSE
"213052_at",7.39582520116667,0.000157791663121065,5.13129541891639e-06,-8.40013564976061,4.33377289835321,-1.08447135966667,"5576","PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha",0.999994868704156,19,0.981,0.365611224619055,678,1437,5.13129541891639e-06,4.33377289835321,1437,FALSE
"213088_s_at",8.866810769,4.78856608864322e-05,9.43394305324244e-07,-10.0338153115824,6.1014305845991,-1.03668398666667,"23234","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9",0.999999056605631,32,0.968,0.553648038212404,246,1068,9.43394305324244e-07,6.1014305845991,1068,FALSE
"213187_x_at",10.5556902145,5.91866261999659e-05,1.2826558604327e-06,9.72002040083126,5.78193008396431,1.01070004433333,"2512","FTL","ferritin light chain",0.999998717344047,28,0.972,0.769538334092657,55,1158,1.2826558604327e-06,5.78193008396431,1158,FALSE
"213212_x_at",7.49025987483333,2.94732337921972e-05,4.61104258973254e-07,10.7977576522959,6.84347512347767,1.14618107366667,"102724093///643707///440295///374650","LOC102724093///GOLGA6L4///GOLGA6L9///GOLGA6L5P","golgin subfamily A member 6-like protein 4///golgin A6 family-like 4///golgin A6 family-like 9///golgin A6 family-like 5, pseudogene",0.999999538895719,12,0.988,0.377682855719531,642,855,4.61104258973254e-07,6.84347512347767,855,FALSE
"213226_at",7.67721912316667,3.99222716974027e-07,3.57785333913623e-10,-21.8222011480567,13.9057460688336,-2.44833541766667,"890","CCNA2","cyclin A2",0.999999999642233,13,0.987,0.401581949019398,565,49,3.57785333913623e-10,13.9057460688336,49,FALSE
"213234_at",6.46663983683333,5.80032535690507e-05,1.23910014025882e-06,9.75490271940042,5.81788927943347,1.02266370033333,"57613","FAM234B","family with sequence similarity 234 member B",0.999998760899771,28,0.972,0.246832999347839,1117,1144,1.23910014025882e-06,5.81788927943347,1144,FALSE
"213253_at",6.27261391533333,4.10830813996699e-05,7.45393996314083e-07,-10.2800569451628,6.34601903680357,-1.22159159,"10592","SMC2","structural maintenance of chromosomes 2",0.999999254605958,30,0.97,0.222030569717539,1209,990,7.45393996314083e-07,6.34601903680357,990,FALSE
"213254_at",6.795439902,1.95603029740409e-05,2.62235063191075e-07,11.4341831437225,7.42570544751819,1.102908262,"23112","TNRC6B","trinucleotide repeat containing 6B",0.999999737764932,8,0.992,0.288863674505511,958,733,2.62235063191075e-07,7.42570544751819,733,TRUE
"213263_s_at",7.69314443283333,6.42185503020983e-06,4.49852853510812e-08,13.637502712717,9.22426708862369,1.34907765833333,"5094","PCBP2","poly(rC) binding protein 2",0.999999955014729,5,0.995,0.403617689240574,542,383,4.49852853510812e-08,9.22426708862369,383,FALSE
"213264_at",7.220298745,2.17283300370753e-05,3.02030742170593e-07,11.2719234422182,7.28020332287903,1.20918374733333,"5094","PCBP2","poly(rC) binding protein 2",0.99999969796925,11,0.989,0.343173590803567,754,760,3.02030742170593e-07,7.28020332287903,760,FALSE
"213281_at",6.16618614966667,3.62390660944156e-07,2.58495396009549e-10,22.5133572795876,14.2016406074557,2.673728766,"3725","JUN","Jun proto-oncogene, AP-1 transcription factor subunit",0.999999999741523,4,0.996,0.208425855727519,1237,39,2.58495396009549e-10,14.2016406074557,39,FALSE
"213293_s_at",4.943543674,4.16689709989902e-05,7.62883218472596e-07,10.255594084193,6.32195594010773,1.19353508466667,"10346","TRIM22","tripartite motif containing 22",0.999999237116734,64,0.936,0.0521348625895829,1614,997,7.62883218472596e-07,6.32195594010773,997,FALSE
"213302_at",6.69761140133333,5.62319333132352e-06,3.79507698081094e-08,-13.8687993165047,9.39584295595356,-1.589122922,"5198","PFAS","phosphoribosylformylglycinamidine synthase",0.999999962049245,18,0.982,0.276358208818944,1010,369,3.79507698081094e-08,9.39584295595356,369,FALSE
"213330_s_at",8.309793724,9.18995999885663e-06,8.4545951155462e-08,-12.8092237782849,8.58447643432241,-1.36247265733333,"10963","STIP1","stress induced phosphoprotein 1",0.99999991545406,10,0.99,0.482444273505686,341,503,8.4545951155462e-08,8.58447643432241,503,FALSE
"213351_s_at",5.95072698916667,5.20109632439366e-06,3.39521722513908e-08,14.0221540084949,9.50797491430321,1.50482048766667,"23023","TMCC1","transmembrane and coiled-coil domain family 1",0.999999966047843,9,0.991,0.180883604541743,1355,356,3.39521722513908e-08,9.50797491430321,356,FALSE
"213352_at",5.88064636166667,0.000165939303974917,5.49944250210425e-06,8.33804928880616,4.26118249025026,1.018505392,"23023","TMCC1","transmembrane and coiled-coil domain family 1",0.999994500557041,29,0.971,0.171925163223293,1397,1448,5.49944250210425e-06,4.26118249025026,1448,FALSE
"213375_s_at",6.737950819,7.69040044026829e-05,1.86462134699315e-06,9.34870436326165,5.39207729373767,1.383892732,"90634","N4BP2L1","NEDD4 binding protein 2 like 1",0.99999813537851,45,0.955,0.281514816556043,1019,1246,1.86462134699315e-06,5.39207729373767,1246,FALSE
"213380_x_at",5.818027241,1.24460161912303e-05,1.33394887756031e-07,12.2387653289162,8.11922402209058,1.39549491733333,"102724562///11223///11209///4485","LOC102724562///MST1L///MST1P2///MST1","macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1",0.999999866605119,9,0.991,0.163920530018413,1413,586,1.33394887756031e-07,8.11922402209058,586,FALSE
"213418_at",6.5580490425,0.053834067550581,0.011794020498004,3.03355936503365,-3.72429892012762,1.19269846566667,"3310","HSPA6","heat shock protein family A (Hsp70) member 6",0.988205978482884,191,0.809,0.258517883375612,1243,1628,0.011794020498004,-3.72429892012762,1628,FALSE
"213427_at",7.89162773633333,8.83236038593485e-05,2.29875607301057e-06,-9.14599327277683,5.17363976780198,-1.069245978,"10799","RPP40","ribonuclease P/MRP subunit p40",0.999997701243747,32,0.968,0.428989908219306,500,1301,2.29875607301057e-06,5.17363976780198,1301,FALSE
"213454_at",6.85120878883333,8.23144018332955e-06,6.99586492978692e-08,-13.0529865388454,8.77701960949753,-1.451391639,"100526739///378708","APITD1-CORT///APITD1","APITD1-CORT readthrough///apoptosis-inducing, TAF9-like domain 1",0.999999930041363,20,0.98,0.295992638927122,946,463,6.99586492978692e-08,8.77701960949753,463,FALSE
"213463_s_at",5.9671336915,0.000233024998573255,8.57941147010449e-06,7.94773263516717,3.79490327503723,1.06179423033333,"317662","FAM149B1","family with sequence similarity 149 member B1",0.999991420587807,28,0.972,0.182980881425893,1360,1490,8.57941147010449e-06,3.79490327503723,1490,FALSE
"213476_x_at",8.66130100466667,2.71149009802672e-06,1.21006599710749e-08,-15.5184657234301,10.5385943187771,-1.52854553266667,"10381","TUBB3","tubulin beta 3 class III",0.999999987899357,11,0.989,0.527377623265723,273,244,1.21006599710749e-08,10.5385943187771,244,FALSE
"213523_at",7.08527711766667,3.47900611725085e-05,5.86674648396028e-07,-10.5354806413035,6.59423277738929,-1.17781897133333,"898","CCNE1","cyclin E1",0.999999413325319,34,0.966,0.325913709316527,852,922,5.86674648396028e-07,6.59423277738929,922,FALSE
"213555_at",5.7373774,0.000523558523896242,2.55961945015941e-05,7.04486322015215,2.64688301548687,1.060145482,"112611","RWDD2A","RWD domain containing 2A",0.999974403803305,36,0.964,0.153611020904202,1443,1561,2.55961945015941e-05,2.64688301548687,1561,FALSE
"213599_at",6.812563007,5.1650812032422e-06,3.34342706264429e-08,-14.043446615041,9.52344296960428,-1.64009955866667,"11339","OIP5","Opa interacting protein 5",0.999999966565745,34,0.966,0.291052529497315,975,353,3.34342706264429e-08,9.52344296960428,353,FALSE
"213617_s_at",8.237393603,8.30873244232745e-05,2.10472691954705e-06,-9.23096362830801,5.26569472736448,-1.03944748,"25941","TPGS2","tubulin polyglutamylase complex subunit 2",0.999997895272917,30,0.97,0.473189330184477,382,1281,2.10472691954705e-06,5.26569472736448,1281,FALSE
"213638_at",7.8000607455,7.71578750151889e-05,1.88537578455039e-06,9.33789511239387,5.38053109974688,1.08322557566667,"221692","PHACTR1","phosphatase and actin regulator 1",0.999998114624071,25,0.975,0.417284854435541,525,1251,1.88537578455039e-06,5.38053109974688,1251,FALSE
"213646_x_at",11.4035332316667,1.07948677459517e-06,2.37771759107009e-09,-18.1811210501888,12.1276161799539,-1.75325559666666,"10376","TUBA1B","tubulin alpha 1b",0.9999999976223,6,0.994,0.877918526843437,12,119,2.37771759107009e-09,12.1276161799539,119,FALSE
"213671_s_at",8.43602727483333,0.000109003863120279,3.07025055702294e-06,8.87148155915057,4.87127771616947,1.09036928633333,"102465454///4141","MIR6758///MARS","microRNA 6758///methionyl-tRNA synthetase",0.999996929749196,41,0.959,0.498580770821724,338,1360,3.07025055702294e-06,4.87127771616947,1360,FALSE
"213672_at",5.98170325,1.12741285885231e-05,1.15292443068245e-07,12.4187166511622,8.26826327379855,1.256380328,"102465454///4141","MIR6758///MARS","microRNA 6758///methionyl-tRNA synthetase",0.999999884707565,9,0.991,0.184843315304042,1341,559,1.15292443068245e-07,8.26826327379855,559,FALSE
"213726_x_at",9.62342517033333,1.73169684506704e-06,5.98611255084904e-09,-16.6221184611052,11.2319367618806,-1.69392281266667,"10383","TUBB4B","tubulin beta 4B class IVb",0.999999994013905,11,0.989,0.650366431823237,128,189,5.98611255084904e-09,11.2319367618806,189,FALSE
"213737_x_at",7.65083527483333,2.00372401848494e-05,2.70095034590471e-07,11.4001016892318,7.39530647418189,1.20278879833334,"643699","GOLGA8N","golgin A8 family member N",0.99999972990496,21,0.979,0.398209288621215,586,737,2.70095034590471e-07,7.39530647418189,737,FALSE
"213769_at",5.7992157165,5.89159521845318e-05,1.26937341880893e-06,9.73052000375415,5.79276563168632,1.17936606166667,"8844","KSR1","kinase suppressor of ras 1",0.99999873062649,10,0.99,0.161515843525789,1415,1153,1.26937341880893e-06,5.79276563168632,1153,FALSE
"213787_s_at",8.83729758666667,4.45257638041941e-05,8.54275742672147e-07,-10.1369374508512,6.20450447096699,-1.070586578,"10682","EBP","emopamil binding protein (sterol isomerase)",0.999999145724202,29,0.971,0.549875353499301,250,1043,8.54275742672147e-07,6.20450447096699,1043,FALSE
"213789_at",7.2631304055,4.33549601525251e-05,8.20711179842039e-07,-10.178840233818,6.24612126733444,-1.151971289,"10682","EBP","emopamil binding protein (sterol isomerase)",0.999999179288767,14,0.986,0.348648783176253,735,1030,8.20711179842039e-07,6.24612126733444,1030,FALSE
"213792_s_at",7.7285283,4.33562138819986e-05,8.22736589699906e-07,10.1762593459323,6.2435624146938,1.06971869066667,"3643","INSR","insulin receptor",0.999999177263357,23,0.977,0.408140826503185,550,1032,8.22736589699906e-07,6.2435624146938,1032,FALSE
"213836_s_at",6.83393648666667,2.17862159654649e-05,3.040307778994e-07,11.2643922590628,7.27340203829767,1.589668452,"55062","WIPI1","WD repeat domain, phosphoinositide interacting 1",0.999999695969214,30,0.97,0.293784711987618,962,763,3.040307778994e-07,7.27340203829767,763,FALSE
"213931_at",5.37625555233333,4.38823265404113e-05,8.37917675504149e-07,10.1571316267239,6.22457993367935,1.09923575933333,"84099///3398","ID2B///ID2","inhibitor of DNA binding 2B, HLH protein (pseudogene)///inhibitor of DNA binding 2, HLH protein",0.99999916208227,37,0.963,0.107448636283256,1549,1038,8.37917675504149e-07,6.22457993367935,1038,FALSE
"213986_s_at",7.41250676083333,0.00077446369046675,4.31491978743304e-05,6.63959787714695,2.09793399787541,1.289051145,"91304","TMEM259","transmembrane protein 259",0.999956850798415,38,0.962,0.367743636652239,692,1576,4.31491978743304e-05,2.09793399787541,1576,FALSE
"214097_at",8.1801820015,0.000197898589370784,6.92418841273542e-06,-8.13411073590502,4.01971489434324,-1.037581799,"6227","RPS21","ribosomal protein S21",0.999993075811007,29,0.971,0.465875942832569,400,1476,6.92418841273542e-06,4.01971489434324,1476,FALSE
"214141_x_at",9.18044275283333,5.53170621580719e-06,3.67344685814821e-08,-13.9135090910783,9.4286669861467,-1.424099831,"6432","SRSF7","serine and arginine rich splicing factor 7",0.999999963265546,11,0.989,0.593739770021741,166,363,3.67344685814821e-08,9.4286669861467,363,FALSE
"214151_s_at",6.2423236,5.1650812032422e-06,3.3441952372158e-08,14.0431281749515,9.52321181831613,1.63775167666667,"100533483///9236","DYX1C1-CCPG1///CCPG1","DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1",0.999999966558063,13,0.987,0.218158543708197,1212,354,3.3441952372158e-08,9.52321181831613,354,FALSE
"214152_at",6.36655227366667,8.71894739668081e-06,7.82990977918661e-08,12.9075267948106,8.66256317182402,1.54797295333333,"100533483///9236","DYX1C1-CCPG1///CCPG1","DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1",0.999999921700914,14,0.986,0.234038756583171,1161,491,7.82990977918661e-08,8.66256317182402,491,FALSE
"214157_at",6.769351168,3.05290592646637e-05,4.82434516774932e-07,-10.7480969588811,6.79671149131607,-1.34652734933333,"2778","GNAS","GNAS complex locus",0.99999951756546,23,0.977,0.285528738718703,983,864,4.82434516774932e-07,6.79671149131607,864,FALSE
"214177_s_at",9.89416172216667,2.22859755050166e-05,3.13773351958103e-07,11.2284603874166,7.24089356252858,1.13918242233334,"57326","PBXIP1","PBX homeobox interacting protein 1",0.999999686226639,27,0.973,0.684974819317463,113,769,3.13773351958103e-07,7.24089356252858,769,TRUE
"214179_s_at",7.71047325383333,1.09290190241323e-05,1.09739944110629e-07,12.4801447530808,8.31865274091254,1.29702182033334,"4779","NFE2L1","nuclear factor, erythroid 2 like 1",0.999999890260065,17,0.983,0.405832841010533,549,549,1.09739944110629e-07,8.31865274091254,549,FALSE
"214296_x_at",6.475423198,4.93181412008212e-05,9.85911812208459e-07,9.98828252840084,6.05561990174262,1.05489560133333,"113177","IZUMO4","IZUMO family member 4",0.999999014088121,7,0.993,0.247955780755445,1099,1082,9.85911812208459e-07,6.05561990174262,1082,FALSE
"214326_x_at",6.71493618283333,2.26373358416922e-05,3.19248215659273e-07,11.2087966951732,7.22306190334668,1.589904777,"3727","JUND","JunD proto-oncogene, AP-1 transcription factor subunit",0.999999680751775,15,0.985,0.278572844217617,995,771,3.19248215659273e-07,7.22306190334668,771,FALSE
"214328_s_at",10.32084822,1.12833588026649e-05,1.15774381130224e-07,-12.41353743094,8.26400352172347,-1.19101598,"3320","HSP90AA1","heat shock protein 90 alpha family class A member 1",0.999999884225627,11,0.989,0.73951836563795,65,561,1.15774381130224e-07,8.26400352172347,561,FALSE
"214486_x_at",6.30838391683333,4.91000288094212e-05,9.80653524643583e-07,9.99379705968949,6.0611779066825,1.07513413433333,"8837","CFLAR","CASP8 and FADD like apoptosis regulator",0.999999019346409,16,0.984,0.226603066723201,1188,1081,9.80653524643583e-07,6.0611779066825,1081,FALSE
"214584_x_at",4.8326517155,0.000146131345921067,4.6046242345212e-06,8.49788007082159,4.44719634358521,1.121824433,"32","ACACB","acetyl-CoA carboxylase beta",0.999995395375386,16,0.984,0.0379594886189334,1622,1416,4.6046242345212e-06,4.44719634358521,1416,FALSE
"214620_x_at",6.19817991116667,1.57445339044837e-05,1.91497303090657e-07,11.8024678430706,7.7488014966235,1.35552214433333,"5066","PAM","peptidylglycine alpha-amidating monooxygenase",0.999999808502699,23,0.977,0.212515634103922,1236,665,1.91497303090657e-07,7.7488014966235,665,FALSE
"214687_x_at",10.8919350733333,1.32955267859725e-05,1.47849662293028e-07,-12.1132034544858,8.01395343172277,-1.19398684666667,"226","ALDOA","aldolase, fructose-bisphosphate A",0.999999852150343,16,0.984,0.812520680911528,33,608,1.47849662293028e-07,8.01395343172277,608,FALSE
"214710_s_at",7.73657794366667,2.48854466229705e-07,1.51475426685767e-10,-23.6957947713499,14.6814826933416,-2.57212326933333,"891","CCNB1","cyclin B1",0.999999999848543,19,0.981,0.409169816439417,543,33,1.51475426685767e-10,14.6814826933416,33,FALSE
"214737_x_at",9.353983494,4.78463956744132e-05,9.41613566450271e-07,-10.0357706567497,6.10339374082896,-1.020996286,"3183","HNRNPC","heterogeneous nuclear ribonucleoprotein C (C1/C2)",0.99999905838637,13,0.987,0.61592356890542,153,1067,9.41613566450271e-07,6.10339374082896,1067,FALSE
"214794_at",7.61223517033333,0.000339520220357306,1.43491885823044e-05,-7.51327739073905,3.25498747623984,-1.03598973466667,"5036","PA2G4","proliferation-associated 2G4",0.999985650810196,45,0.955,0.393275018147548,636,1527,1.43491885823044e-05,3.25498747623984,1527,FALSE
"214800_x_at",9.78228144933333,2.71149009802672e-06,1.2081255838281e-08,-15.5209032155419,10.5401848001881,-1.495339508,"689","BTF3","basic transcription factor 3",0.999999987918761,6,0.994,0.670673108636153,111,243,1.2081255838281e-08,10.5401848001881,243,FALSE
"214882_s_at",9.93438473933333,2.721150078524e-05,4.11096472768326e-07,-10.924698554208,6.96211505934129,-1.10806436133333,"693221///6427","MIR636///SRSF2","microRNA 636///serine and arginine rich splicing factor 2",0.99999958890351,17,0.983,0.690116547521004,103,826,4.11096472768326e-07,6.96211505934129,826,FALSE
"214938_x_at",10.635870773,5.82562927807313e-06,3.96366546217321e-08,-13.8093443680203,9.35202328938028,-1.29775930733333,"3146","HMGB1","high mobility group box 1",0.99999996036336,7,0.993,0.779787854592496,42,372,3.96366546217321e-08,9.35202328938028,372,FALSE
"214958_s_at",7.63385567833333,4.15390549113669e-05,7.59744945795463e-07,10.2599386042816,6.3262332202278,1.07630569333333,"11322","TMC6","transmembrane channel like 6",0.999999240255007,10,0.99,0.396038778392034,577,996,7.59744945795463e-07,6.3262332202278,996,FALSE
"214992_s_at",6.95027943583333,2.97838476728533e-06,1.45926796529082e-08,15.2364587477491,10.3527264381572,1.49298613766667,"1777","DNASE2","deoxyribonuclease 2, lysosomal",0.999999985407337,7,0.993,0.308656888794611,882,267,1.45926796529082e-08,10.3527264381572,267,FALSE
"215001_s_at",7.27954917033333,0.000141499163640486,4.37372814910694e-06,-8.54461602191768,4.50106165772102,-1.08845483466667,"2752","GLUL","glutamate-ammonia ligase",0.999995626271491,64,0.936,0.350747602015751,797,1408,4.37372814910694e-06,4.50106165772102,1408,FALSE
"215035_at",5.3298639215,0.000260351343845453,9.96168287745199e-06,7.81971952126543,3.63815390027302,1.111563589,"28778","IGLV6-57","immunoglobulin lambda variable 6-57",0.99999003831628,15,0.985,0.101518371139902,1558,1503,9.96168287745199e-06,3.63815390027302,1503,FALSE
"215111_s_at",6.4612499235,7.55029179905912e-05,1.8108304470844e-06,9.37733785153107,5.42260815337942,1.45204971233333,"8848","TSC22D1","TSC22 domain family member 1",0.999998189169415,61,0.939,0.246144004057262,1159,1238,1.8108304470844e-06,5.42260815337942,1238,FALSE
"215165_x_at",7.7267400095,5.97098985691327e-05,1.2995844407365e-06,-9.70680820200721,5.76828067247063,-1.02756164433333,"7372","UMPS","uridine monophosphate synthetase",0.999998700415465,26,0.974,0.407912228442978,560,1162,1.2995844407365e-06,5.76828067247063,1162,FALSE
"215209_at",6.014517365,0.000526095539345143,2.57587152963319e-05,7.03985501900378,2.64023053288196,1.02912805133333,"9871","SEC24D","SEC24 homolog D, COPII coat complex component",0.999974241282496,31,0.969,0.189037959874603,1342,1562,2.57587152963319e-05,2.64023053288196,1562,FALSE
"215330_at",6.72513185683333,3.93862192507766e-07,3.27912631850582e-10,22.0055546549236,13.9854017351669,2.487055835,"","","",0.999999999672106,4,0.996,0.279876162274109,984,45,3.27912631850582e-10,13.9854017351669,45,FALSE
"215438_x_at",7.92972018333333,9.90535299094614e-07,1.9240759661152e-09,-18.557442595244,12.3305342089118,-2.16702428933333,"2935","GSPT1","G1 to S phase transition 1",0.999999998075942,10,0.99,0.433859284583347,456,104,1.9240759661152e-09,12.3305342089118,104,FALSE
"215450_at",8.245693423,6.68614986111739e-05,1.52157145136001e-06,-9.54904099826184,5.60403620540139,-1.02097712666666,"6635","SNRPE","small nuclear ribonucleoprotein polypeptide E",0.999998478428435,24,0.976,0.47425030028529,375,1200,1.52157145136001e-06,5.60403620540139,1200,FALSE
"215489_x_at",8.48734753633333,2.91378272524451e-06,1.37052450484871e-08,15.3304150420455,10.4150637098104,1.48049708533334,"9454","HOMER3","homer scaffolding protein 3",0.999999986294772,9,0.991,0.50514106526394,299,257,1.37052450484871e-08,10.4150637098104,257,FALSE
"215509_s_at",7.33703572833333,4.57735906827179e-06,2.71250907749439e-08,-14.336053643754,9.733557965399,-1.67497741133333,"699","BUB1","BUB1 mitotic checkpoint serine/threonine kinase",0.999999972874925,20,0.98,0.358096137193218,700,324,2.71250907749439e-08,9.733557965399,324,FALSE
"215512_at",5.77361345783333,3.733685920197e-05,6.44645543423132e-07,10.434335049736,6.49659975238683,1.246085493,"10299","MARCH6","membrane associated ring-CH-type finger 6",0.999999355354419,12,0.988,0.158243094121753,1420,944,6.44645543423132e-07,6.49659975238683,944,FALSE
"215629_s_at",5.657155075,2.33045942629982e-05,3.32039852416563e-07,-11.1642473344149,7.18255428590758,-1.52368766733333,"406948///79469///8847","MIR15A///DLEU2L///DLEU2","microRNA 15a///deleted in lymphocytic leukemia 2-like///deleted in lymphocytic leukemia 2 (non-protein coding)",0.999999667960137,29,0.971,0.143356161371985,1469,779,3.32039852416563e-07,7.18255428590758,779,FALSE
"215722_s_at",7.70100760983333,6.95145603020865e-06,5.26365394879997e-08,-13.4269422079826,9.06544829390879,-1.340091919,"6627","SNRPA1","small nuclear ribonucleoprotein polypeptide A'",0.999999947363474,10,0.99,0.404622843050464,546,414,5.26365394879997e-08,9.06544829390879,414,FALSE
"215728_s_at",6.1244201905,3.56733164734952e-06,1.92476055961245e-08,-14.828129081379,10.0769129333337,-1.49690966833333,"11332","ACOT7","acyl-CoA thioesterase 7",0.999999980752411,10,0.99,0.203086892484027,1268,295,1.92476055961245e-08,10.0769129333337,295,FALSE
"215734_at",7.36610440633333,6.32260144667538e-06,4.40587316174361e-08,13.6656230114936,9.24528644370501,1.44297091866667,"113177","IZUMO4","IZUMO family member 4",0.999999955941283,8,0.992,0.361812000697264,677,381,4.40587316174361e-08,9.24528644370501,381,FALSE
"215747_s_at",7.160455774,8.87667706923593e-05,2.31353723340854e-06,-9.13984157598611,5.16694730452411,-1.018545864,"1104","RCC1","regulator of chromosome condensation 1",0.999997686462585,18,0.982,0.335523834185374,793,1303,2.31353723340854e-06,5.16694730452411,1303,FALSE
"215908_at",5.57452525083333,3.41651998505482e-06,1.81214594543374e-08,14.9161814825975,10.137073200398,2.34420188833333,"","","",0.999999981878557,6,0.994,0.132793550029057,1487,290,1.81214594543374e-08,10.137073200398,290,FALSE
"215930_s_at",6.55623021416667,1.90633182853309e-05,2.54874909310963e-07,11.4671196266962,7.45500164579169,1.162025343,"4253","CTAGE5","CTAGE family member 5, ER export factor",0.999999745125087,11,0.989,0.258285381649047,1067,731,2.54874909310963e-07,7.45500164579169,731,FALSE
"215942_s_at",6.661308964,1.00194203667002e-05,9.58419177281061e-08,-12.6500512557108,8.45675884174196,-1.706641706,"51512","GTSE1","G2 and S-phase expressed 1",0.999999904158092,28,0.972,0.271717650277036,1037,523,9.58419177281061e-08,8.45675884174196,523,FALSE
"215967_s_at",7.6654501885,1.66156398333805e-06,5.55035106811341e-09,16.7448757440257,11.3058733751833,1.894045347,"4063","LY9","lymphocyte antigen 9",0.999999994449667,6,0.994,0.400077520272781,558,182,5.55035106811341e-09,11.3058733751833,182,FALSE
"216041_x_at",8.11275028566667,4.85293594882154e-05,9.665930037982e-07,10.0087018224481,6.07618661713887,1.00629341066667,"2896","GRN","granulin",0.999999033406931,26,0.974,0.457256113204255,413,1079,9.665930037982e-07,6.07618661713887,1079,FALSE
"216209_at",5.01104757783333,0.000211638546355841,7.5675054069624e-06,8.05647038125396,3.92654981605235,1.033309633,"400084","LINC00939","long intergenic non-protein coding RNA 939",0.999992432493957,14,0.986,0.0607639200456858,1604,1481,7.5675054069624e-06,3.92654981605235,1481,FALSE
"216237_s_at",8.4612885865,1.02201937535656e-05,9.86970699932808e-08,-12.6130459519669,8.42683703594821,-1.37688089766667,"4174","MCM5","minichromosome maintenance complex component 5",0.99999990130294,32,0.968,0.501809936801908,326,528,9.86970699932808e-08,8.42683703594821,528,FALSE
"216241_s_at",10.0907454075,7.91575422912678e-06,6.50054622565692e-08,13.1486082280027,8.85156190557884,1.28085361166667,"6917","TCEA1","transcription elongation factor A1",0.99999993499455,13,0.987,0.710104209165226,88,449,6.50054622565692e-08,8.85156190557884,449,FALSE
"216320_x_at",5.82603551633333,3.03871917534098e-05,4.7852532418264e-07,10.7570175117764,6.80512626963065,1.0989834,"4485","MST1","macrophage stimulating 1",0.999999521474653,8,0.992,0.164944231820108,1408,861,4.7852532418264e-07,6.80512626963065,861,FALSE
"216323_x_at",8.9038543065,1.50699815063198e-06,4.73078168173754e-09,-17.0071620819123,11.4618191445989,-1.83000965233333,"113457///7278","TUBA3D///TUBA3C","tubulin alpha 3d///tubulin alpha 3c",0.999999995269236,4,0.996,0.558383331955622,218,171,4.73078168173754e-09,11.4618191445989,171,FALSE
"216384_x_at",10.3654682183333,9.14011207021505e-05,2.43008423226982e-06,-9.09277897320794,5.11562244415794,-1.11397983,"100506248///100422885///100422872///100302285///728026///5757","LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA","prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha",0.999997569915576,25,0.975,0.745222162121486,68,1318,2.43008423226982e-06,5.11562244415794,1318,FALSE
"216422_at",6.39367172083333,1.90633182853309e-05,2.54651418513189e-07,-11.468135857137,7.45590428743274,-1.09086457566667,"","","",0.999999745348578,7,0.993,0.2375054489445,1135,730,2.54651418513189e-07,7.45590428743274,730,FALSE
"216484_x_at",9.464044559,9.02362140975841e-06,8.25205432991167e-08,-12.840205166369,8.60915102819916,-1.22262404866667,"","","",0.999999917479468,8,0.992,0.629992729348492,142,500,8.25205432991167e-08,8.60915102819916,500,FALSE
"216508_x_at",8.32496512683333,3.80229073583655e-06,2.10716797980517e-08,-14.6967852638299,9.98646208945492,-1.50927613033333,"","","",0.999999978928337,9,0.991,0.484383641443009,334,303,2.10716797980517e-08,9.98646208945492,303,FALSE
